business_unit,week,year,type,total_revenue,avg_revenue,total_quantity
LUXURY SPECIALTIES,26,2023,MUSICAL INSTRUMENT,85928,8592.8,47
LUXURY SPECIALTIES,26,2023,POTIONS & SCROLLS,1152310,9848.803418803418,643
LUXURY SPECIALTIES,26,2023,SUMMONING DEVICE,721859,8803.158536585366,469
LUXURY SPECIALTIES,26,2023,TOOLS & KITS,138561,12596.454545454546,65
LUXURY SPECIALTIES,27,2019,ADVENTURING EQUIPMENT,3542214,10237.612716763006,1875
LUXURY SPECIALTIES,27,2019,ANIMALS & TRANSPORTATION,599013,10891.145454545454,311
LUXURY SPECIALTIES,27,2019,ARMS & ARMOUR,4514796,10378.841379310345,2351
LUXURY SPECIALTIES,27,2019,JEWELRY,556757,11599.104166666666,261
LUXURY SPECIALTIES,27,2019,MUSICAL INSTRUMENT,151694,6895.181818181818,118
LUXURY SPECIALTIES,27,2019,POTIONS & SCROLLS,1319178,9993.772727272728,706
LUXURY SPECIALTIES,27,2019,SUMMONING DEVICE,698106,9832.478873239437,404
LUXURY SPECIALTIES,27,2019,TOOLS & KITS,136745,11395.416666666666,73
LUXURY SPECIALTIES,27,2020,ADVENTURING EQUIPMENT,3529726,10231.089855072463,1959
LUXURY SPECIALTIES,27,2020,ANIMALS & TRANSPORTATION,346655,10504.69696969697,178
LUXURY SPECIALTIES,27,2020,ARMS & ARMOUR,5499195,12357.741573033707,2510
LUXURY SPECIALTIES,27,2020,JEWELRY,517012,11239.391304347826,265
LUXURY SPECIALTIES,27,2020,MUSICAL INSTRUMENT,183658,8348.09090909091,136
LUXURY SPECIALTIES,27,2020,POTIONS & SCROLLS,1221894,9853.983870967742,711
LUXURY SPECIALTIES,27,2020,SUMMONING DEVICE,619454,9832.603174603175,398
LUXURY SPECIALTIES,27,2020,TOOLS & KITS,158311,10554.066666666668,83
LUXURY SPECIALTIES,27,2021,ADVENTURING EQUIPMENT,3437023,10168.707100591717,1928
LUXURY SPECIALTIES,27,2021,ANIMALS & TRANSPORTATION,421005,10023.92857142857,226
LUXURY SPECIALTIES,27,2021,ARMS & ARMOUR,4597409,10972.336515513127,2368
LUXURY SPECIALTIES,27,2021,JEWELRY,278408,9600.275862068966,165
LUXURY SPECIALTIES,27,2021,MUSICAL INSTRUMENT,122705,8764.642857142857,72
LUXURY SPECIALTIES,27,2021,POTIONS & SCROLLS,1046644,9429.225225225226,538
LUXURY SPECIALTIES,27,2021,SUMMONING DEVICE,589902,10533.964285714286,294
LUXURY SPECIALTIES,27,2021,TOOLS & KITS,64400,5854.545454545455,58
LUXURY SPECIALTIES,27,2022,ADVENTURING EQUIPMENT,3627639,10161.453781512606,1978
LUXURY SPECIALTIES,27,2022,ANIMALS & TRANSPORTATION,450231,9188.387755102041,286
LUXURY SPECIALTIES,27,2022,ARMS & ARMOUR,5001274,11550.28637413395,2444
LUXURY SPECIALTIES,27,2022,JEWELRY,383896,10102.526315789473,184
LUXURY SPECIALTIES,27,2022,MUSICAL INSTRUMENT,77698,9712.25,52
LUXURY SPECIALTIES,27,2022,POTIONS & SCROLLS,1274658,10711.411764705883,657
LUXURY SPECIALTIES,27,2022,SUMMONING DEVICE,682271,9219.878378378378,402
LUXURY SPECIALTIES,27,2022,TOOLS & KITS,85078,9453.111111111111,54
LUXURY SPECIALTIES,27,2023,ADVENTURING EQUIPMENT,3392356,10311.112462006078,1762
LUXURY SPECIALTIES,27,2023,ANIMALS & TRANSPORTATION,383802,9595.05,228
LUXURY SPECIALTIES,27,2023,ARMS & ARMOUR,4957363,10871.410087719298,2557
LUXURY SPECIALTIES,27,2023,JEWELRY,504625,9344.907407407407,260
LUXURY SPECIALTIES,27,2023,MUSICAL INSTRUMENT,175714,9248.105263157895,79
LUXURY SPECIALTIES,27,2023,POTIONS & SCROLLS,1138997,9652.516949152543,672
LUXURY SPECIALTIES,27,2023,SUMMONING DEVICE,802448,10157.569620253165,448
LUXURY SPECIALTIES,27,2023,TOOLS & KITS,100906,7762,69
LUXURY SPECIALTIES,28,2019,ADVENTURING EQUIPMENT,3216218,10082.188087774295,1763
LUXURY SPECIALTIES,28,2019,ANIMALS & TRANSPORTATION,437149,10166.255813953489,236
LUXURY SPECIALTIES,28,2019,ARMS & ARMOUR,5375539,11388.853813559323,2687
LUXURY SPECIALTIES,28,2019,JEWELRY,604188,11399.77358490566,301
LUXURY SPECIALTIES,28,2019,MUSICAL INSTRUMENT,195332,9766.6,118
LUXURY SPECIALTIES,28,2019,POTIONS & SCROLLS,1322036,10328.40625,697
LUXURY SPECIALTIES,28,2019,SUMMONING DEVICE,740185,9869.133333333333,396
LUXURY SPECIALTIES,28,2019,TOOLS & KITS,109864,9987.636363636364,66
LUXURY SPECIALTIES,28,2020,ADVENTURING EQUIPMENT,3345051,9925.967359050444,1851
LUXURY SPECIALTIES,28,2020,ANIMALS & TRANSPORTATION,621548,10716.344827586207,286
LUXURY SPECIALTIES,28,2020,ARMS & ARMOUR,5836775,12339.904862579282,2625
LUXURY SPECIALTIES,28,2020,JEWELRY,513114,10061.058823529413,304
LUXURY SPECIALTIES,28,2020,MUSICAL INSTRUMENT,185999,8454.5,101
LUXURY SPECIALTIES,28,2020,POTIONS & SCROLLS,1152328,10108.140350877193,559
LUXURY SPECIALTIES,28,2020,SUMMONING DEVICE,721875,10774.253731343284,361
LUXURY SPECIALTIES,28,2020,TOOLS & KITS,132457,9461.214285714286,70
LUXURY SPECIALTIES,28,2021,ADVENTURING EQUIPMENT,3402857,9892.026162790698,1840
LUXURY SPECIALTIES,28,2021,ANIMALS & TRANSPORTATION,278680,9289.333333333334,165
LUXURY SPECIALTIES,28,2021,ARMS & ARMOUR,5466803,12396.378684807256,2372
LUXURY SPECIALTIES,28,2021,JEWELRY,350448,11681.6,165
LUXURY SPECIALTIES,28,2021,MUSICAL INSTRUMENT,136329,10486.846153846154,69
LUXURY SPECIALTIES,28,2021,POTIONS & SCROLLS,730490,10006.712328767124,392
LUXURY SPECIALTIES,28,2021,SUMMONING DEVICE,748037,9973.826666666666,387
LUXURY SPECIALTIES,28,2021,TOOLS & KITS,64334,9190.57142857143,45
LUXURY SPECIALTIES,28,2022,ADVENTURING EQUIPMENT,3516200,10886.068111455108,1867
LUXURY SPECIALTIES,28,2022,ANIMALS & TRANSPORTATION,504712,9896.313725490196,295
LUXURY SPECIALTIES,28,2022,ARMS & ARMOUR,5518249,11918.464362850971,2609
LUXURY SPECIALTIES,28,2022,JEWELRY,370628,8236.177777777777,228
LUXURY SPECIALTIES,28,2022,MUSICAL INSTRUMENT,127460,8497.333333333334,90
LUXURY SPECIALTIES,28,2022,POTIONS & SCROLLS,976587,9765.87,577
LUXURY SPECIALTIES,28,2022,SUMMONING DEVICE,683904,10057.411764705883,304
LUXURY SPECIALTIES,28,2022,TOOLS & KITS,98360,7566.153846153846,61
LUXURY SPECIALTIES,28,2023,ADVENTURING EQUIPMENT,3280577,10685.918566775244,1727
LUXURY SPECIALTIES,28,2023,ANIMALS & TRANSPORTATION,461890,9827.446808510638,265
LUXURY SPECIALTIES,28,2023,ARMS & ARMOUR,5911899,13225.724832214764,2500
LUXURY SPECIALTIES,28,2023,JEWELRY,355840,10465.882352941177,190
LUXURY SPECIALTIES,28,2023,MUSICAL INSTRUMENT,89456,8945.6,50
LUXURY SPECIALTIES,28,2023,POTIONS & SCROLLS,1200548,10624.318584070796,607
LUXURY SPECIALTIES,28,2023,SUMMONING DEVICE,570795,9206.370967741936,337
LUXURY SPECIALTIES,28,2023,TOOLS & KITS,115399,11539.9,70
LUXURY SPECIALTIES,29,2019,ADVENTURING EQUIPMENT,2987689,9763.68954248366,1689
LUXURY SPECIALTIES,29,2019,ANIMALS & TRANSPORTATION,341250,10340.90909090909,183
LUXURY SPECIALTIES,29,2019,ARMS & ARMOUR,5040093,10723.602127659575,2485
LUXURY SPECIALTIES,29,2019,JEWELRY,555172,10676.384615384615,280
LUXURY SPECIALTIES,29,2019,MUSICAL INSTRUMENT,182228,8677.52380952381,104
LUXURY SPECIALTIES,29,2019,POTIONS & SCROLLS,1114989,10136.263636363636,626
LUXURY SPECIALTIES,29,2019,SUMMONING DEVICE,689840,9449.86301369863,393
LUXURY SPECIALTIES,29,2019,TOOLS & KITS,84851,9427.888888888889,43
LUXURY SPECIALTIES,29,2020,ADVENTURING EQUIPMENT,3274429,9952.671732522796,1851
LUXURY SPECIALTIES,29,2020,ANIMALS & TRANSPORTATION,403049,9373.232558139534,233
LUXURY SPECIALTIES,29,2020,ARMS & ARMOUR,5557526,12688.415525114155,2448
LUXURY SPECIALTIES,29,2020,JEWELRY,337719,9932.911764705883,195
LUXURY SPECIALTIES,29,2020,MUSICAL INSTRUMENT,241904,12095.2,134
LUXURY SPECIALTIES,29,2020,POTIONS & SCROLLS,1214469,10380.076923076924,641
LUXURY SPECIALTIES,29,2020,SUMMONING DEVICE,610044,9683.238095238095,375
LUXURY SPECIALTIES,29,2020,TOOLS & KITS,168408,12954.461538461539,82
LUXURY SPECIALTIES,29,2021,ADVENTURING EQUIPMENT,3552964,10574.297619047618,1848
LUXURY SPECIALTIES,29,2021,ANIMALS & TRANSPORTATION,371086,10029.351351351352,206
LUXURY SPECIALTIES,29,2021,ARMS & ARMOUR,4971758,10691.952688172043,2416
LUXURY SPECIALTIES,29,2021,JEWELRY,295503,9532.354838709678,174
LUXURY SPECIALTIES,29,2021,MUSICAL INSTRUMENT,181610,10089.444444444445,113
LUXURY SPECIALTIES,29,2021,POTIONS & SCROLLS,1261732,10514.433333333332,679
LUXURY SPECIALTIES,29,2021,SUMMONING DEVICE,701042,10309.441176470587,372
LUXURY SPECIALTIES,29,2021,TOOLS & KITS,102820,11424.444444444445,34
LUXURY SPECIALTIES,29,2022,ADVENTURING EQUIPMENT,3239425,10060.326086956522,1834
LUXURY SPECIALTIES,29,2022,ANIMALS & TRANSPORTATION,437524,11218.564102564103,235
LUXURY SPECIALTIES,29,2022,ARMS & ARMOUR,5865505,12270.930962343096,2568
LUXURY SPECIALTIES,29,2022,JEWELRY,472797,10278.195652173914,222
LUXURY SPECIALTIES,29,2022,MUSICAL INSTRUMENT,150122,8830.70588235294,92
LUXURY SPECIALTIES,29,2022,POTIONS & SCROLLS,1239300,10327.5,723
LUXURY SPECIALTIES,29,2022,SUMMONING DEVICE,584031,9898.830508474577,302
LUXURY SPECIALTIES,29,2022,TOOLS & KITS,152838,12736.5,84
LUXURY SPECIALTIES,29,2023,ADVENTURING EQUIPMENT,3479412,10144.0583090379,1893
LUXURY SPECIALTIES,29,2023,ANIMALS & TRANSPORTATION,412340,9817.619047619048,211
LUXURY SPECIALTIES,29,2023,ARMS & ARMOUR,4510435,10612.788235294118,2463
LUXURY SPECIALTIES,29,2023,JEWELRY,312797,9478.69696969697,166
LUXURY SPECIALTIES,29,2023,MUSICAL INSTRUMENT,205923,10296.15,110
LUXURY SPECIALTIES,29,2023,POTIONS & SCROLLS,1138038,9726.820512820514,607
LUXURY SPECIALTIES,29,2023,SUMMONING DEVICE,802625,10701.666666666666,449
LUXURY SPECIALTIES,29,2023,TOOLS & KITS,149778,10698.42857142857,55
LUXURY SPECIALTIES,30,2019,ADVENTURING EQUIPMENT,3472159,10585.850609756097,1805
LUXURY SPECIALTIES,30,2019,ANIMALS & TRANSPORTATION,486626,9541.686274509804,267
LUXURY SPECIALTIES,30,2019,ARMS & ARMOUR,5018381,11005.22149122807,2533
LUXURY SPECIALTIES,30,2019,JEWELRY,443133,10305.418604651162,234
LUXURY SPECIALTIES,30,2019,MUSICAL INSTRUMENT,152486,10891.857142857143,90
LUXURY SPECIALTIES,30,2019,POTIONS & SCROLLS,1170445,9753.708333333334,716
LUXURY SPECIALTIES,30,2019,SUMMONING DEVICE,575719,9438.016393442624,339
LUXURY SPECIALTIES,30,2019,TOOLS & KITS,66408,9486.857142857143,50
LUXURY SPECIALTIES,30,2020,ADVENTURING EQUIPMENT,3203445,10137.48417721519,1779
LUXURY SPECIALTIES,30,2020,ANIMALS & TRANSPORTATION,445078,9083.224489795919,268
LUXURY SPECIALTIES,30,2020,ARMS & ARMOUR,7318171,13209.694945848376,3077
LUXURY SPECIALTIES,30,2020,JEWELRY,463511,10076.326086956522,252
LUXURY SPECIALTIES,30,2020,MUSICAL INSTRUMENT,163361,11668.642857142857,85
LUXURY SPECIALTIES,30,2020,POTIONS & SCROLLS,997635,9152.614678899083,617
LUXURY SPECIALTIES,30,2020,SUMMONING DEVICE,629482,10319.377049180328,341
LUXURY SPECIALTIES,30,2020,TOOLS & KITS,79812,8868,59
LUXURY SPECIALTIES,30,2021,ADVENTURING EQUIPMENT,3410789,10335.724242424243,1791
LUXURY SPECIALTIES,30,2021,ANIMALS & TRANSPORTATION,393612,8945.727272727272,267
LUXURY SPECIALTIES,30,2021,ARMS & ARMOUR,5735386,12177.04033970276,2618
LUXURY SPECIALTIES,30,2021,JEWELRY,407351,11638.6,196
LUXURY SPECIALTIES,30,2021,MUSICAL INSTRUMENT,149278,7856.736842105263,83
LUXURY SPECIALTIES,30,2021,POTIONS & SCROLLS,1212808,10106.733333333334,711
LUXURY SPECIALTIES,30,2021,SUMMONING DEVICE,639643,10316.822580645161,341
LUXURY SPECIALTIES,30,2021,TOOLS & KITS,142234,11852.833333333334,85
LUXURY SPECIALTIES,30,2022,ADVENTURING EQUIPMENT,2815797,9643.140410958904,1594
LUXURY SPECIALTIES,30,2022,ANIMALS & TRANSPORTATION,459199,9183.98,293
LUXURY SPECIALTIES,30,2022,ARMS & ARMOUR,5486486,12219.345211581292,2468
LUXURY SPECIALTIES,30,2022,JEWELRY,465916,10128.608695652174,274
LUXURY SPECIALTIES,30,2022,MUSICAL INSTRUMENT,100165,10016.5,57
LUXURY SPECIALTIES,30,2022,POTIONS & SCROLLS,1089708,9394.034482758621,609
LUXURY SPECIALTIES,30,2022,SUMMONING DEVICE,796255,10477.03947368421,442
LUXURY SPECIALTIES,30,2022,TOOLS & KITS,103745,7980.384615384615,55
LUXURY SPECIALTIES,30,2023,ADVENTURING EQUIPMENT,3707753,10214.195592286502,2001
LUXURY SPECIALTIES,30,2023,ANIMALS & TRANSPORTATION,367985,10221.805555555555,230
LUXURY SPECIALTIES,30,2023,ARMS & ARMOUR,4588549,11110.28813559322,2219
LUXURY SPECIALTIES,30,2023,JEWELRY,457503,9945.717391304348,209
LUXURY SPECIALTIES,30,2023,MUSICAL INSTRUMENT,136377,8022.176470588235,82
LUXURY SPECIALTIES,30,2023,POTIONS & SCROLLS,1016906,9777.942307692309,601
LUXURY SPECIALTIES,30,2023,SUMMONING DEVICE,742672,9521.435897435897,422
LUXURY SPECIALTIES,30,2023,TOOLS & KITS,108128,10812.8,62
LUXURY SPECIALTIES,31,2019,ADVENTURING EQUIPMENT,3478208,10023.654178674351,1918
LUXURY SPECIALTIES,31,2019,ANIMALS & TRANSPORTATION,337795,9651.285714285714,182
LUXURY SPECIALTIES,31,2019,ARMS & ARMOUR,4230578,10497.712158808932,2187
LUXURY SPECIALTIES,31,2019,JEWELRY,326105,9591.323529411764,195
LUXURY SPECIALTIES,31,2019,MUSICAL INSTRUMENT,199311,9491,127
LUXURY SPECIALTIES,31,2019,POTIONS & SCROLLS,1072887,10416.378640776698,587
LUXURY SPECIALTIES,31,2019,SUMMONING DEVICE,837740,10740.25641025641,444
LUXURY SPECIALTIES,31,2019,TOOLS & KITS,96303,12037.875,52
LUXURY SPECIALTIES,31,2020,ADVENTURING EQUIPMENT,3435617,10104.755882352942,1892
LUXURY SPECIALTIES,31,2020,ANIMALS & TRANSPORTATION,446435,9705.108695652174,254
LUXURY SPECIALTIES,31,2020,ARMS & ARMOUR,6545680,12859.882121807466,2687
LUXURY SPECIALTIES,31,2020,JEWELRY,488376,10616.869565217392,288
LUXURY SPECIALTIES,31,2020,MUSICAL INSTRUMENT,246392,9855.68,135
LUXURY SPECIALTIES,31,2020,POTIONS & SCROLLS,1211060,10008.760330578512,687
LUXURY SPECIALTIES,31,2020,SUMMONING DEVICE,582778,9553.737704918032,325
LUXURY SPECIALTIES,31,2020,TOOLS & KITS,114722,9560.166666666666,74
LUXURY SPECIALTIES,31,2021,ADVENTURING EQUIPMENT,2642570,9574.528985507246,1489
LUXURY SPECIALTIES,31,2021,ANIMALS & TRANSPORTATION,362289,8425.32558139535,230
LUXURY SPECIALTIES,31,2021,ARMS & ARMOUR,5123554,11487.789237668161,2388
LUXURY SPECIALTIES,31,2021,JEWELRY,438768,10969.2,257
LUXURY SPECIALTIES,31,2021,MUSICAL INSTRUMENT,103815,9437.727272727272,61
LUXURY SPECIALTIES,31,2021,POTIONS & SCROLLS,1214178,9713.424,633
LUXURY SPECIALTIES,31,2021,SUMMONING DEVICE,683541,9764.871428571429,381
LUXURY SPECIALTIES,31,2021,TOOLS & KITS,97939,10882.111111111111,41
LUXURY SPECIALTIES,31,2022,ADVENTURING EQUIPMENT,3291539,10350.751572327044,1839
LUXURY SPECIALTIES,31,2022,ANIMALS & TRANSPORTATION,502803,9669.288461538461,293
LUXURY SPECIALTIES,31,2022,ARMS & ARMOUR,5745572,12045.22431865828,2588
LUXURY SPECIALTIES,31,2022,JEWELRY,446768,12074.81081081081,209
LUXURY SPECIALTIES,31,2022,MUSICAL INSTRUMENT,120347,8596.214285714286,74
LUXURY SPECIALTIES,31,2022,POTIONS & SCROLLS,1132140,10018.938053097345,627
LUXURY SPECIALTIES,31,2022,SUMMONING DEVICE,583932,9123.9375,331
LUXURY SPECIALTIES,31,2022,TOOLS & KITS,178527,10501.588235294117,81
LUXURY SPECIALTIES,31,2023,ADVENTURING EQUIPMENT,3675372,10152.961325966851,1997
LUXURY SPECIALTIES,31,2023,ANIMALS & TRANSPORTATION,445827,9691.891304347826,252
LUXURY SPECIALTIES,31,2023,ARMS & ARMOUR,5144390,11508.702460850112,2369
LUXURY SPECIALTIES,31,2023,JEWELRY,415913,9672.39534883721,239
LUXURY SPECIALTIES,31,2023,MUSICAL INSTRUMENT,181195,9536.578947368422,116
LUXURY SPECIALTIES,31,2023,POTIONS & SCROLLS,1382468,10634.36923076923,724
LUXURY SPECIALTIES,31,2023,SUMMONING DEVICE,979837,10314.073684210527,525
LUXURY SPECIALTIES,31,2023,TOOLS & KITS,74362,9295.25,40
LUXURY SPECIALTIES,32,2019,ADVENTURING EQUIPMENT,3376432,10453.349845201239,1831
LUXURY SPECIALTIES,32,2019,ANIMALS & TRANSPORTATION,515779,10113.313725490196,266
LUXURY SPECIALTIES,32,2019,ARMS & ARMOUR,4709053,11080.124705882354,2310
LUXURY SPECIALTIES,32,2019,JEWELRY,474307,9881.395833333334,259
LUXURY SPECIALTIES,32,2019,MUSICAL INSTRUMENT,68208,9744,44
LUXURY SPECIALTIES,32,2019,POTIONS & SCROLLS,1350452,10308.79389312977,691
LUXURY SPECIALTIES,32,2019,SUMMONING DEVICE,823093,10830.171052631578,437
LUXURY SPECIALTIES,32,2019,TOOLS & KITS,155916,12993,56
LUXURY SPECIALTIES,32,2020,ADVENTURING EQUIPMENT,3506000,9932.011331444759,2016
LUXURY SPECIALTIES,32,2020,ANIMALS & TRANSPORTATION,459090,9980.217391304348,234
LUXURY SPECIALTIES,32,2020,ARMS & ARMOUR,5872867,12442.514830508475,2727
LUXURY SPECIALTIES,32,2020,JEWELRY,509692,9993.960784313726,265
LUXURY SPECIALTIES,32,2020,MUSICAL INSTRUMENT,217338,8693.52,134
LUXURY SPECIALTIES,32,2020,POTIONS & SCROLLS,1257434,9979.63492063492,691
LUXURY SPECIALTIES,32,2020,SUMMONING DEVICE,663658,9347.295774647888,356
LUXURY SPECIALTIES,32,2020,TOOLS & KITS,136051,9717.92857142857,76
LUXURY SPECIALTIES,32,2021,ADVENTURING EQUIPMENT,3310633,9823.836795252226,1816
LUXURY SPECIALTIES,32,2021,ANIMALS & TRANSPORTATION,430428,10760.7,203
LUXURY SPECIALTIES,32,2021,ARMS & ARMOUR,5691190,11831.995841995842,2699
LUXURY SPECIALTIES,32,2021,JEWELRY,552438,10423.358490566037,291
LUXURY SPECIALTIES,32,2021,MUSICAL INSTRUMENT,220583,9190.958333333334,126
LUXURY SPECIALTIES,32,2021,POTIONS & SCROLLS,1125313,9958.522123893805,609
LUXURY SPECIALTIES,32,2021,SUMMONING DEVICE,471134,8413.107142857143,307
LUXURY SPECIALTIES,32,2021,TOOLS & KITS,102560,8546.666666666666,63
LUXURY SPECIALTIES,32,2022,ADVENTURING EQUIPMENT,3383270,10378.128834355828,1822
LUXURY SPECIALTIES,32,2022,ANIMALS & TRANSPORTATION,465803,11090.547619047618,237
LUXURY SPECIALTIES,32,2022,ARMS & ARMOUR,5978404,12774.367521367521,2540
LUXURY SPECIALTIES,32,2022,JEWELRY,447270,11468.461538461539,216
LUXURY SPECIALTIES,32,2022,MUSICAL INSTRUMENT,150441,10029.4,72
LUXURY SPECIALTIES,32,2022,POTIONS & SCROLLS,949218,9040.171428571428,541
LUXURY SPECIALTIES,32,2022,SUMMONING DEVICE,817768,9852.626506024097,437
LUXURY SPECIALTIES,32,2022,TOOLS & KITS,82037,10254.625,44
LUXURY SPECIALTIES,32,2023,ADVENTURING EQUIPMENT,3473762,10247.085545722714,1896
LUXURY SPECIALTIES,32,2023,ANIMALS & TRANSPORTATION,566696,10898,307
LUXURY SPECIALTIES,32,2023,ARMS & ARMOUR,4580202,11365.265508684863,2139
LUXURY SPECIALTIES,32,2023,JEWELRY,437716,10179.441860465116,225
LUXURY SPECIALTIES,32,2023,MUSICAL INSTRUMENT,110874,10079.454545454546,59
LUXURY SPECIALTIES,32,2023,POTIONS & SCROLLS,1306636,10288.472440944883,697
LUXURY SPECIALTIES,32,2023,SUMMONING DEVICE,693110,10663.23076923077,370
LUXURY SPECIALTIES,32,2023,TOOLS & KITS,140461,11705.083333333334,76
LUXURY SPECIALTIES,33,2019,ADVENTURING EQUIPMENT,3106524,10320.677740863788,1533
LUXURY SPECIALTIES,33,2019,ANIMALS & TRANSPORTATION,427285,9288.804347826086,223
LUXURY SPECIALTIES,33,2019,ARMS & ARMOUR,4695036,10768.43119266055,2474
LUXURY SPECIALTIES,33,2019,JEWELRY,446747,9711.891304347826,226
LUXURY SPECIALTIES,33,2019,MUSICAL INSTRUMENT,194691,8849.59090909091,103
LUXURY SPECIALTIES,33,2019,POTIONS & SCROLLS,973719,9453.582524271844,547
LUXURY SPECIALTIES,33,2019,SUMMONING DEVICE,681029,10318.621212121212,377
LUXURY SPECIALTIES,33,2019,TOOLS & KITS,97924,9792.4,54
LUXURY SPECIALTIES,33,2020,ADVENTURING EQUIPMENT,3221824,10528.83660130719,1702
LUXURY SPECIALTIES,33,2020,ANIMALS & TRANSPORTATION,450133,10230.295454545454,232
LUXURY SPECIALTIES,33,2020,ARMS & ARMOUR,5964416,11928.832,2685
LUXURY SPECIALTIES,33,2020,JEWELRY,510225,9812.01923076923,301
LUXURY SPECIALTIES,33,2020,MUSICAL INSTRUMENT,97335,8848.636363636364,61
LUXURY SPECIALTIES,33,2020,POTIONS & SCROLLS,987767,10508.159574468085,576
LUXURY SPECIALTIES,33,2020,SUMMONING DEVICE,756780,10090.4,372
LUXURY SPECIALTIES,33,2020,TOOLS & KITS,97283,10809.222222222223,46
LUXURY SPECIALTIES,33,2021,ADVENTURING EQUIPMENT,3283346,10071.613496932516,1802
LUXURY SPECIALTIES,33,2021,ANIMALS & TRANSPORTATION,389919,10538.351351351352,178
LUXURY SPECIALTIES,33,2021,ARMS & ARMOUR,6102609,12353.459514170041,2675
LUXURY SPECIALTIES,33,2021,JEWELRY,368543,9960.621621621622,227
LUXURY SPECIALTIES,33,2021,MUSICAL INSTRUMENT,86221,7838.272727272727,59
LUXURY SPECIALTIES,33,2021,POTIONS & SCROLLS,949866,8877.252336448599,540
LUXURY SPECIALTIES,33,2021,SUMMONING DEVICE,505781,9543.037735849057,307
LUXURY SPECIALTIES,33,2021,TOOLS & KITS,168613,12970.23076923077,95
LUXURY SPECIALTIES,33,2022,ADVENTURING EQUIPMENT,3278424,9728.26112759644,1780
LUXURY SPECIALTIES,33,2022,ANIMALS & TRANSPORTATION,377777,9214.073170731708,205
LUXURY SPECIALTIES,33,2022,ARMS & ARMOUR,4785106,11586.213075060532,2317
LUXURY SPECIALTIES,33,2022,JEWELRY,455043,10341.886363636364,228
LUXURY SPECIALTIES,33,2022,MUSICAL INSTRUMENT,184345,9217.25,111
LUXURY SPECIALTIES,33,2022,POTIONS & SCROLLS,1101437,9747.230088495575,618
LUXURY SPECIALTIES,33,2022,SUMMONING DEVICE,688880,9567.777777777777,387
LUXURY SPECIALTIES,33,2022,TOOLS & KITS,159270,11376.42857142857,65
LUXURY SPECIALTIES,33,2023,ADVENTURING EQUIPMENT,3777747,10047.199468085106,2106
LUXURY SPECIALTIES,33,2023,ANIMALS & TRANSPORTATION,411281,10282.025,232
LUXURY SPECIALTIES,33,2023,ARMS & ARMOUR,5055832,10688.862579281184,2552
LUXURY SPECIALTIES,33,2023,JEWELRY,566108,10292.872727272726,298
LUXURY SPECIALTIES,33,2023,MUSICAL INSTRUMENT,134045,8377.8125,93
LUXURY SPECIALTIES,33,2023,POTIONS & SCROLLS,1226961,9894.84677419355,665
LUXURY SPECIALTIES,33,2023,SUMMONING DEVICE,814441,10577.155844155845,403
LUXURY SPECIALTIES,33,2023,TOOLS & KITS,155997,10399.8,89
LUXURY SPECIALTIES,34,2019,ADVENTURING EQUIPMENT,3789232,10409.978021978022,2070
LUXURY SPECIALTIES,34,2019,ANIMALS & TRANSPORTATION,491409,9828.18,285
LUXURY SPECIALTIES,34,2019,ARMS & ARMOUR,4789010,10761.8202247191,2396
LUXURY SPECIALTIES,34,2019,JEWELRY,459756,10692,251
LUXURY SPECIALTIES,34,2019,MUSICAL INSTRUMENT,162096,9535.058823529413,95
LUXURY SPECIALTIES,34,2019,POTIONS & SCROLLS,1112347,10395.766355140187,622
LUXURY SPECIALTIES,34,2019,SUMMONING DEVICE,712877,12082.661016949152,372
LUXURY SPECIALTIES,34,2019,TOOLS & KITS,147087,11314.384615384615,71
LUXURY SPECIALTIES,34,2020,ADVENTURING EQUIPMENT,3232883,10230.64240506329,1685
LUXURY SPECIALTIES,34,2020,ANIMALS & TRANSPORTATION,483647,12091.175,270
LUXURY SPECIALTIES,34,2020,ARMS & ARMOUR,6067603,13543.75669642857,2386
LUXURY SPECIALTIES,34,2020,JEWELRY,445567,10362.023255813954,254
LUXURY SPECIALTIES,34,2020,MUSICAL INSTRUMENT,171101,8555.05,115
LUXURY SPECIALTIES,34,2020,POTIONS & SCROLLS,1312377,9509.978260869566,714
LUXURY SPECIALTIES,34,2020,SUMMONING DEVICE,480408,8142.5084745762715,309
LUXURY SPECIALTIES,34,2020,TOOLS & KITS,95225,7935.416666666667,74
LUXURY SPECIALTIES,34,2021,ADVENTURING EQUIPMENT,3025387,9004.127976190477,1744
LUXURY SPECIALTIES,34,2021,ANIMALS & TRANSPORTATION,308838,9083.470588235294,161
LUXURY SPECIALTIES,34,2021,ARMS & ARMOUR,5719796,12221.786324786324,2529
LUXURY SPECIALTIES,34,2021,JEWELRY,484324,9496.549019607843,244
LUXURY SPECIALTIES,34,2021,MUSICAL INSTRUMENT,225291,10240.5,122
LUXURY SPECIALTIES,34,2021,POTIONS & SCROLLS,1391942,9733.86013986014,762
LUXURY SPECIALTIES,34,2021,SUMMONING DEVICE,560472,9188.065573770491,348
LUXURY SPECIALTIES,34,2021,TOOLS & KITS,160566,11469,70
LUXURY SPECIALTIES,34,2022,ADVENTURING EQUIPMENT,2822426,9973.236749116608,1589
LUXURY SPECIALTIES,34,2022,ANIMALS & TRANSPORTATION,389333,9982.897435897436,181
LUXURY SPECIALTIES,34,2022,ARMS & ARMOUR,6035676,12267.634146341463,2727
